author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/316992027/,Москва,sale,flat,3,19,3,112.0,-1,0,92000000.0,Раменки,Ломоносовский проспект,25к1,Университет,Dominion
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/317774884/,Москва,sale,flat,9,16,3,77.2,-1,0,99000000.0,Пресненский,Звенигородское шоссе,11,Улица 1905 года,Дизайнерский дом Eleven
Villagio Realty,real_estate_agent,https://www.cian.ru/sale/flat/317576978/,Москва,sale,flat,3,5,3,94.0,-1,0,101520000.0,Красносельский,Уланский переулок,13С1,Тургеневская,"Уланский, 13"
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/316186342/,Москва,sale,flat,4,13,2,95.0,-1,0,161500000.0,Хамовники,Погодинская ,2,Киевская,Жизнь на Плющихе
Delight Realty,real_estate_agent,https://www.cian.ru/sale/flat/317720761/,Москва,sale,flat,8,16,3,134.0,-1,0,170000000.0,Арбат,Малый Новопесковский переулок,8,Смоленская,Дом на Смоленской набережной
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/309347478/,Москва,sale,flat,2,2,3,157.8,-1,0,220920000.0,Хамовники, Пречистенка,33/19С2,Парк Культуры,
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/282559741/,Москва,sale,flat,2,6,3,150.0,-1,0,297137749.0,Хамовники,Бутиковский переулок,5,Парк Культуры,Бутиковский 5
Prime,real_estate_agent,https://www.cian.ru/sale/flat/306015204/,Москва,sale,flat,1,5,2,58.8,-1,0,24400000.0,Таганский,Таганская ,24С5,Марксистская,
Юникор Недвижимость Балашиха,real_estate_agent,https://www.cian.ru/sale/flat/303217488/,Москва,sale,flat,5,12,1,30.3,-1,0,25900000.0,Дорогомилово,Кутузовский проспект,25,Студенческая,
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/314297163/,Москва,sale,flat,14,34,3,78.0,-1,0,36500000.0,Очаково-Матвеевское,,к4,Аминьевская,Левел Мичуринский ЖК
One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/315696382/,Москва,sale,flat,2,41,2,69.3,-1,0,44700000.0,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
Time Property,real_estate_agent,https://www.cian.ru/sale/flat/314578436/,Москва,sale,flat,27,33,3,94.9,-1,0,46900000.0,Аэропорт,Кочновский проезд,4к1,Гражданская,Аэробус
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/310399504/,Москва,sale,flat,22,22,3,95.0,-1,0,55000000.0,Хорошево-Мневники,проезд Проектируемый № 1074,1,Терехово ,Остров
AR Realty - Real Estate Agency,real_estate_agent,https://www.cian.ru/sale/flat/316714563/,Москва,sale,flat,21,27,3,85.0,-1,0,58200000.0,Хорошево-Мневники,Шелепихинская набережная,42к2,Полежаевская,FreeDOM
Webster,real_estate_agent,https://www.cian.ru/sale/flat/309889746/,Москва,sale,flat,7,21,3,105.7,-1,0,95000000.0,Раменки,Ломоносовский проспект,25к5,Университет,Dominion
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/303957847/,Москва,sale,flat,8,15,3,92.1,-1,0,96705000.0,Раменки,проспект Генерала Дорохова,39к1А,Поклонная,Собрание клубных домов West Garden
Ирина Василевская,realtor,https://www.cian.ru/sale/flat/307275502/,Москва,sale,flat,2,12,1,41.0,-1,0,11500000.0,Соколиная гора,Вольная ,4,Семёновская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/308097968/,Москва,sale,flat,12,14,1,35.0,-1,0,12300000.0,Соколиная гора,Кирпичная ,8,Семёновская,
Sezar Group,developer,https://www.cian.ru/sale/flat/303106768/,Москва,sale,flat,23,51,1,44.29,-1,0,23385120.0,Хорошевский,,,Хорошёвская,Сезар Сити ЖК
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/310145053/,Москва,sale,flat,1,17,3,74.5,-1,0,24000000.0,Тропарево-Никулино, Академика Анохина,5К4,Юго-Западная,
MONEYARD,real_estate_agent,https://www.cian.ru/sale/flat/316847399/,Москва,sale,flat,7,22,2,47.0,-1,0,24500000.0,Марьина роща,Прайд жилой квартал,,Савёловская,PRIDE
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/317142076/,Москва,sale,flat,4,51,2,75.0,-1,0,37150000.0,Раменки,Кинематографический кв-л,,Мичуринский проспект,Событие ЖК
Penny Lane Moscow,real_estate_agent,https://www.cian.ru/sale/flat/316412322/,Москва,sale,flat,4,6,3,110.0,-1,0,62000000.0,Арбат,Кривоарбатский переулок,19,Смоленская,
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/317204131/,Москва,sale,flat,5,6,2,100.0,-1,0,75000000.0,Замоскворечье,Большая Пионерская ,20,Павелецкая,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/315881193/,Москва,sale,flat,7,40,3,93.4,-1,0,75000000.0,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ
Антон Ермолаев,realtor,https://www.cian.ru/sale/flat/314848971/,Москва,sale,flat,10,67,2,69.6,-1,0,77500000.0,Пресненский,Краснопресненская набережная,14Ак1,Москва-Сити,Capital Towers
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/315110417/,Москва,sale,flat,5,6,3,77.5,-1,0,80000000.0,Басманный,переулок Лялин,,Курская,
LuxEstate,real_estate_agent,https://www.cian.ru/sale/flat/312073840/,Москва,sale,flat,3,11,3,101.0,-1,0,130000000.0,Дорогомилово,,3к7,Парк Победы,Виктори Парк Резиденсез ЖК
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/314512206/,Москва,sale,flat,6,9,2,40.0,-1,0,13200000.0,Гольяново,Байкальская ,15,Щёлковская,
МИЭЛЬ офис В Солнечногорске,real_estate_agent,https://www.cian.ru/sale/flat/307535888/,Москва,sale,flat,17,17,3,74.0,-1,0,18990000.0,Марьино, Верхние Поля,40К1,Люблино,
PANDA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/317773847/,Москва,sale,flat,17,22,2,58.8,-1,0,21500000.0,Фили-Давыдково,Кременчугская ,3К2,Славянский бульвар,
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/316881217/,Москва,sale,flat,6,7,2,50.0,-1,0,30300000.0,Дорогомилово,Кутузовский проспект,24,Москва-Сити,
AR Realty - Real Estate Agency,real_estate_agent,https://www.cian.ru/sale/flat/310306708/,Москва,sale,flat,12,25,2,74.0,-1,0,33950000.0,Раменки, Янковского,1к1,Аминьевская,Событие
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/316256052/,Москва,sale,flat,6,12,2,59.3,-1,0,34000000.0,Лефортово,проезд Шелихова,3,Площадь Ильича,Символ
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/314383482/,Москва,sale,flat,10,21,2,82.0,-1,0,45000000.0,Останкинский, Академика Королева,10,Улица Академика Королёва,Седьмое Небо
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/314327691/,Москва,sale,flat,28,30,3,115.0,-1,0,48900000.0,Сокол, Врубеля,8,Панфиловская,Поселок художников
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/312575065/,Москва,sale,flat,6,6,2,100.0,-1,0,75000000.0,Замоскворечье,Большая Пионерская ,20,Павелецкая,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/308759962/,Москва,sale,flat,12,14,3,124.0,-1,0,95000000.0,Даниловский,набережная Марка Шагала,1к2,ЗИЛ,ЗИЛАРТ
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/313959092/,Москва,sale,flat,2,6,3,122.0,-1,0,130000000.0,Замоскворечье,Большой Ордынский переулок,4С4,Третьяковская,Собрание клубных домов ORDYNKA
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/315810280/,Москва,sale,flat,5,10,3,131.0,-1,0,131000000.0,Тверской,Большая Грузинская ,69,Белорусская,Четыре Ветра
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/306502978/,Москва,sale,flat,26,57,3,262.0,-1,0,281447950.0,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас
СМАРЕНТ,real_estate_agent,https://www.cian.ru/sale/flat/317087981/,Москва,sale,flat,11,22,1,32.4,-1,0,10990000.0,, Большое Понизовье,8,Филатов Луг,Саларьево парк
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/317500634/,Москва,sale,flat,2,5,1,30.0,-1,0,12900000.0,Головинский,Солнечногорская ,15К1,Моссельмаш,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/308550093/,Москва,sale,flat,9,23,1,31.9,-1,0,17490000.0,Хорошево-Мневники,Шелепихинская набережная,40к2,Шелепиха,Sydney City
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/312687869/,Москва,sale,flat,9,26,1,31.0,-1,0,23000000.0,Пресненский,к2.1,к2.1,Белорусская,Репаблик ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/317752563/,Москва,sale,flat,20,58,1,37.5,-1,0,24500000.0,Хорошево-Мневники, Народного Ополчения,15К2,Народное Ополчение,Wellton Towers
Trinity,real_estate_agent,https://www.cian.ru/sale/flat/317507438/,Москва,sale,flat,8,12,2,47.3,-1,0,25800000.0,Тверской,Тихвинская ,9А,Менделеевская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/312379124/,Москва,sale,flat,8,26,1,47.0,-1,0,26000000.0,Покровское-Стрешнево,бульвар Небесный,1к1,Спартак,ÁLIA
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/312379120/,Москва,sale,flat,7,26,1,47.0,-1,0,26000000.0,Покровское-Стрешнево,бульвар Небесный,1к1,Спартак,ÁLIA
Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/309640290/,Москва,sale,flat,7,26,2,72.6,-1,0,27500000.0,Лефортово, Крузенштерна,12к2,Авиамоторная,Символ
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/299655879/,Москва,sale,flat,14,24,2,46.0,-1,0,31000000.0,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/315170626/,Москва,sale,flat,7,26,3,84.3,-1,0,34800000.0,Хорошево-Мневники,к5/1,к5/1,Шелепиха,Сидней Сити ЖК
Аеон-Девелопмент,developer,https://www.cian.ru/sale/flat/301346350/,Москва,sale,flat,5,46,1,44.3,-1,0,34659686.0,Дорогомилово,,,Фили,Ривер Парк Кутузовский ЖК
REPLACE,real_estate_agent,https://www.cian.ru/sale/flat/316499109/,Москва,sale,flat,11,21,1,41.5,-1,0,39000000.0,Пресненский,Мантулинская ,9к2,Москва-Сити,City Park
Антон Ермолаев,realtor,https://www.cian.ru/sale/flat/315117549/,Москва,sale,flat,4,9,2,57.1,-1,0,43900000.0,Тверской,Тверская ,15,Тверская,
Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/309832525/,Москва,sale,flat,17,18,3,89.9,-1,0,47500000.0,Можайский,Гжатская ,5к4,Давыдково,LIFE-Кутузовский
ID 123079877,homeowner,https://www.cian.ru/sale/flat/308996643/,Москва,sale,flat,9,10,3,101.0,-1,0,47400000.0,Таганский, Земляной Вал,48Б,Чкаловская,
Prime,real_estate_agent,https://www.cian.ru/sale/flat/310156607/,Москва,sale,flat,28,30,3,115.0,-1,0,48900000.0,Сокол, Врубеля,8,Панфиловская,Поселок художников
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/317210032/,Москва,sale,flat,4,8,2,77.0,-1,0,53000000.0,Хамовники,Саввинская набережная,3,Киевская,
CENTURY 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/316788331/,Москва,sale,flat,3,4,3,100.0,-1,0,60800000.0,Басманный, Покровка,41С2,Красные ворота,
REPLACE,real_estate_agent,https://www.cian.ru/sale/flat/315200524/,Москва,sale,flat,7,20,2,65.0,-1,0,62000000.0,Пресненский,Мантулинская ,9к2,Москва-Сити,City Park
